scenario,region,class,subRegion,Units,x,value,subRegType,classPalette
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2100,0.941791001,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.943371471,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2100,1.468434564,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.527839486,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (% Difference),2100,1.025270147,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (% Difference),2100,0.486845547,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.399919593,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (% Difference),2100,0.727622502,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (% Difference),2100,1.56872829,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (% Difference),2100,0.565006419,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (% Difference),2100,0.979897664,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (% Difference),2100,0.400389403,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (% Difference),2100,0.723342486,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.678617558,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (% Difference),2100,0.475276786,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,1.014549436,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (% Difference),2100,0.978053435,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.811219912,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.609238448,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (% Difference),2100,0.866984149,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,1.058873642,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (% Difference),2100,1.988904355,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,2.305436432,subBasin,pal_green
SSP2_Ref,China,MiscCrop,China_Coast,Agricultural Productivity (% Difference),2100,4.70433701,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.638069742,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Gobi_Interior,Agricultural Productivity (% Difference),2100,2.081621469,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Hainan,Agricultural Productivity (% Difference),2100,3.434129729,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Hong_(Red_River),Agricultural Productivity (% Difference),2100,1.623897756,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Huang_He,Agricultural Productivity (% Difference),2100,1.829635304,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Indus,Agricultural Productivity (% Difference),2100,1.018392377,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Irrawaddy,Agricultural Productivity (% Difference),2100,2.469423934,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Lake_Balkash,Agricultural Productivity (% Difference),2100,2.297349768,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Mekong,Agricultural Productivity (% Difference),2100,1.486641967,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Ob,Agricultural Productivity (% Difference),2100,1.945340272,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,1.358460736,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,1.985237675,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Salween,Agricultural Productivity (% Difference),2100,1.589670244,subBasin,pal_green
SSP2_Ref,China,MiscCrop,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,6.462217805,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Syr_Darya,Agricultural Productivity (% Difference),2100,0.984828496,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Tarim_Interior,Agricultural Productivity (% Difference),2100,2.757597645,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Xun_Jiang,Agricultural Productivity (% Difference),2100,3.662002417,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Yangtze,Agricultural Productivity (% Difference),2100,3.873244836,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,3.633140162,subBasin,pal_green
SSP2_Ref,China,OilCrop,Amur,Agricultural Productivity (% Difference),2100,0.310428216,subBasin,pal_green
SSP2_Ref,China,OilCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.305843136,subBasin,pal_green
SSP2_Ref,China,OilCrop,China_Coast,Agricultural Productivity (% Difference),2100,1.005046093,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.545831409,subBasin,pal_green
SSP2_Ref,China,OilCrop,Gobi_Interior,Agricultural Productivity (% Difference),2100,0.296863949,subBasin,pal_green
SSP2_Ref,China,OilCrop,Hainan,Agricultural Productivity (% Difference),2100,0.408451853,subBasin,pal_green
SSP2_Ref,China,OilCrop,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.187529198,subBasin,pal_green
SSP2_Ref,China,OilCrop,Huang_He,Agricultural Productivity (% Difference),2100,0.322686585,subBasin,pal_green
SSP2_Ref,China,OilCrop,Indus,Agricultural Productivity (% Difference),2100,0.877542718,subBasin,pal_green
SSP2_Ref,China,OilCrop,Irrawaddy,Agricultural Productivity (% Difference),2100,0.338158265,subBasin,pal_green
SSP2_Ref,China,OilCrop,Lake_Balkash,Agricultural Productivity (% Difference),2100,0.285321606,subBasin,pal_green
SSP2_Ref,China,OilCrop,Mekong,Agricultural Productivity (% Difference),2100,0.249610274,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ob,Agricultural Productivity (% Difference),2100,0.290761687,subBasin,pal_green
SSP2_Ref,China,OilCrop,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,0.813824381,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.288075717,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (% Difference),2100,0.183723705,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,0.852111094,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (% Difference),2100,0.316894019,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.42740249,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.377126854,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (% Difference),2100,0.596788415,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,0.539388247,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (% Difference),2100,0.880969105,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.974378824,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (% Difference),2100,1.464790861,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.507738138,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (% Difference),2100,1.058314952,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (% Difference),2100,0.822469813,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.675593532,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (% Difference),2100,0.841921243,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (% Difference),2100,1.511041009,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (% Difference),2100,1.093149972,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (% Difference),2100,0.702318065,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (% Difference),2100,0.574741372,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (% Difference),2100,0.404575958,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.694547252,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (% Difference),2100,0.69289283,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,1.577699464,subBasin,pal_green
SSP2_Ref,China,Rice,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.93019528,subBasin,pal_green
SSP2_Ref,China,Rice,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.940813952,subBasin,pal_green
SSP2_Ref,China,Rice,Yangtze,Agricultural Productivity (% Difference),2100,1.282117149,subBasin,pal_green
SSP2_Ref,China,Rice,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,1.459343691,subBasin,pal_green
SSP2_Ref,China,RootTuber,Amur,Agricultural Productivity (% Difference),2100,3.344992384,subBasin,pal_green
SSP2_Ref,China,RootTuber,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,3.000293542,subBasin,pal_green
SSP2_Ref,China,RootTuber,China_Coast,Agricultural Productivity (% Difference),2100,7.414343807,subBasin,pal_green
SSP2_Ref,China,RootTuber,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,1.539923688,subBasin,pal_green
SSP2_Ref,China,RootTuber,Gobi_Interior,Agricultural Productivity (% Difference),2100,2.29398915,subBasin,pal_green
SSP2_Ref,China,RootTuber,Hainan,Agricultural Productivity (% Difference),2100,3.181102464,subBasin,pal_green
SSP2_Ref,China,RootTuber,Hong_(Red_River),Agricultural Productivity (% Difference),2100,1.131957147,subBasin,pal_green
SSP2_Ref,China,RootTuber,Huang_He,Agricultural Productivity (% Difference),2100,2.57050198,subBasin,pal_green
SSP2_Ref,China,RootTuber,Indus,Agricultural Productivity (% Difference),2100,6.085183077,subBasin,pal_green
SSP2_Ref,China,RootTuber,Irrawaddy,Agricultural Productivity (% Difference),2100,1.945982641,subBasin,pal_green
SSP2_Ref,China,RootTuber,Lake_Balkash,Agricultural Productivity (% Difference),2100,3.383834404,subBasin,pal_green
SSP2_Ref,China,RootTuber,Mekong,Agricultural Productivity (% Difference),2100,1.405049129,subBasin,pal_green
SSP2_Ref,China,RootTuber,Ob,Agricultural Productivity (% Difference),2100,2.72557746,subBasin,pal_green
SSP2_Ref,China,RootTuber,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,3.069922879,subBasin,pal_green
SSP2_Ref,China,RootTuber,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,2.343853492,subBasin,pal_green
SSP2_Ref,China,RootTuber,Salween,Agricultural Productivity (% Difference),2100,1.494150378,subBasin,pal_green
SSP2_Ref,China,RootTuber,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,4.8903694,subBasin,pal_green
SSP2_Ref,China,RootTuber,Tarim_Interior,Agricultural Productivity (% Difference),2100,3.635111711,subBasin,pal_green
SSP2_Ref,China,RootTuber,Xun_Jiang,Agricultural Productivity (% Difference),2100,2.460618189,subBasin,pal_green
SSP2_Ref,China,RootTuber,Yangtze,Agricultural Productivity (% Difference),2100,4.252450815,subBasin,pal_green
SSP2_Ref,China,RootTuber,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,3.994528714,subBasin,pal_green
SSP2_Ref,China,Wheat,Amur,Agricultural Productivity (% Difference),2100,0.417653273,subBasin,pal_green
SSP2_Ref,China,Wheat,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.563043748,subBasin,pal_green
SSP2_Ref,China,Wheat,China_Coast,Agricultural Productivity (% Difference),2100,1.530763454,subBasin,pal_green
SSP2_Ref,China,Wheat,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.803915639,subBasin,pal_green
SSP2_Ref,China,Wheat,Gobi_Interior,Agricultural Productivity (% Difference),2100,0.613197204,subBasin,pal_green
SSP2_Ref,China,Wheat,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.363181997,subBasin,pal_green
SSP2_Ref,China,Wheat,Huang_He,Agricultural Productivity (% Difference),2100,0.591495317,subBasin,pal_green
SSP2_Ref,China,Wheat,Indus,Agricultural Productivity (% Difference),2100,1.339322941,subBasin,pal_green
SSP2_Ref,China,Wheat,Irrawaddy,Agricultural Productivity (% Difference),2100,0.729579859,subBasin,pal_green
SSP2_Ref,China,Wheat,Lake_Balkash,Agricultural Productivity (% Difference),2100,0.621174957,subBasin,pal_green
SSP2_Ref,China,Wheat,Mekong,Agricultural Productivity (% Difference),2100,0.411715537,subBasin,pal_green
SSP2_Ref,China,Wheat,Ob,Agricultural Productivity (% Difference),2100,0.496503726,subBasin,pal_green
SSP2_Ref,China,Wheat,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,1.092746021,subBasin,pal_green
SSP2_Ref,China,Wheat,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.294949963,subBasin,pal_green
SSP2_Ref,China,Wheat,Salween,Agricultural Productivity (% Difference),2100,0.52418479,subBasin,pal_green
SSP2_Ref,China,Wheat,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,0.827238381,subBasin,pal_green
SSP2_Ref,China,Wheat,Syr_Darya,Agricultural Productivity (% Difference),2100,0.686363636,subBasin,pal_green
SSP2_Ref,China,Wheat,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.937325897,subBasin,pal_green
SSP2_Ref,China,Wheat,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.410759624,subBasin,pal_green
SSP2_Ref,China,Wheat,Yangtze,Agricultural Productivity (% Difference),2100,1.088329731,subBasin,pal_green
SSP2_Ref,China,Wheat,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,1.190738222,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Amur,Agricultural Productivity (% Difference),2100,0.991358637,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,1.007257556,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,China_Coast,Agricultural Productivity (% Difference),2100,1.494036121,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.29837346,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Gobi_Interior,Agricultural Productivity (% Difference),2100,1.202033302,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Hainan,Agricultural Productivity (% Difference),2100,0.478039658,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.370482416,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Huang_He,Agricultural Productivity (% Difference),2100,0.76583012,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Indus,Agricultural Productivity (% Difference),2100,1.301054529,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Irrawaddy,Agricultural Productivity (% Difference),2100,0.56543154,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Lake_Balkash,Agricultural Productivity (% Difference),2100,1.119854325,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Mekong,Agricultural Productivity (% Difference),2100,0.430689347,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Ob,Agricultural Productivity (% Difference),2100,0.854824393,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.767436505,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Salween,Agricultural Productivity (% Difference),2100,0.516174601,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,0.72851681,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Syr_Darya,Agricultural Productivity (% Difference),2100,1.112664474,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.830440228,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.458872189,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Yangtze,Agricultural Productivity (% Difference),2100,0.877892653,subBasin,pal_green
SSP2_CI_AgWat,China,Corn,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,1.060853292,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Amur,Agricultural Productivity (% Difference),2100,2.508972522,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,2.693387774,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,China_Coast,Agricultural Productivity (% Difference),2100,4.871383856,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.563960303,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Gobi_Interior,Agricultural Productivity (% Difference),2100,2.427929702,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Hainan,Agricultural Productivity (% Difference),2100,3.580401505,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Hong_(Red_River),Agricultural Productivity (% Difference),2100,1.786747386,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Huang_He,Agricultural Productivity (% Difference),2100,2.187609772,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Indus,Agricultural Productivity (% Difference),2100,0.97194988,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Irrawaddy,Agricultural Productivity (% Difference),2100,2.939421185,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Lake_Balkash,Agricultural Productivity (% Difference),2100,2.886621252,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Mekong,Agricultural Productivity (% Difference),2100,1.638641027,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Ob,Agricultural Productivity (% Difference),2100,2.435542226,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,1.354452406,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,2.458877402,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Salween,Agricultural Productivity (% Difference),2100,1.871884999,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,6.746652238,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Syr_Darya,Agricultural Productivity (% Difference),2100,1.13963039,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Tarim_Interior,Agricultural Productivity (% Difference),2100,2.749969882,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Xun_Jiang,Agricultural Productivity (% Difference),2100,3.954578081,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Yangtze,Agricultural Productivity (% Difference),2100,4.200149931,subBasin,pal_green
SSP2_CI_AgWat,China,MiscCrop,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,4.061155711,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Amur,Agricultural Productivity (% Difference),2100,0.39610311,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.379662462,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,China_Coast,Agricultural Productivity (% Difference),2100,1.014805468,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Ganges_Bramaputra,Agricultural Productivity (% Difference),2100,0.458823349,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Gobi_Interior,Agricultural Productivity (% Difference),2100,0.379489582,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Hainan,Agricultural Productivity (% Difference),2100,0.429157594,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Hong_(Red_River),Agricultural Productivity (% Difference),2100,0.19586823,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Huang_He,Agricultural Productivity (% Difference),2100,0.385635771,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Indus,Agricultural Productivity (% Difference),2100,0.878984407,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Irrawaddy,Agricultural Productivity (% Difference),2100,0.399089489,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Lake_Balkash,Agricultural Productivity (% Difference),2100,0.367731389,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Mekong,Agricultural Productivity (% Difference),2100,0.273765495,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Ob,Agricultural Productivity (% Difference),2100,0.371221954,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Plateau_of_Tibet_Interior,Agricultural Productivity (% Difference),2100,0.812666667,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (% Difference),2100,0.349881597,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,Agricultural Productivity (% Difference),2100,0.205132017,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (% Difference),2100,0.915990643,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Syr_Darya,Agricultural Productivity (% Difference),2100,0.377470356,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim_Interior,Agricultural Productivity (% Difference),2100,0.526526873,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Xun_Jiang,Agricultural Productivity (% Difference),2100,0.411068548,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,Agricultural Productivity (% Difference),2100,0.624226653,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (% Difference),2100,0.61622385,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Amur,Agricultural Productivity (% Difference),2100,0.977166972,subBasin,pal_green
